Title:               5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2016 (DISCONTINUED)©
2015-09-16   1.919
2015-09-17   1.830
2015-09-18   1.953
2015-09-21   1.962
2015-09-22   1.971
2015-09-23   1.895
2015-09-24   2.004
2015-09-25   2.018
2015-09-28   2.218
2015-09-29   2.096
2015-09-30   1.913
2015-10-01   1.848
2015-10-02   1.875
2015-10-05   1.808
2015-10-06   1.635
2015-10-07   1.551
2015-10-08   1.466
2015-10-09   1.590
2015-10-12       .
2015-10-13   1.771
2015-10-14   1.844
2015-10-15   1.805
2015-10-16   1.639
2015-10-19   1.794
2015-10-20   1.787
2015-10-21   1.665
2015-10-22   1.740
2015-10-23   1.667
2015-10-26   1.642
2015-10-27   1.753
2015-10-28   1.403
2015-10-29   1.686
2015-10-30   1.416
2015-11-02   1.424
2015-11-03   1.254
2015-11-04   1.297
2015-11-05   1.376
2015-11-06   1.400
2015-11-09   1.371
2015-11-10   1.387
2015-11-11       .
2015-11-12   1.527
2015-11-13   1.651
2015-11-16   1.661
2015-11-17   1.458
2015-11-18   1.428
2015-11-19   1.515
2015-11-20   1.484
2015-11-23   1.473
2015-11-24   1.361
2015-11-25   1.399
2015-11-26       .
2015-11-27   1.427
2015-11-30   1.309
2015-12-01   1.318
2015-12-02   1.327
2015-12-03   1.358
2015-12-04   1.364
2015-12-07   1.530
2015-12-08   1.655
2015-12-09   1.690
2015-12-10   1.725
2015-12-11   1.741
2015-12-14   1.992
2015-12-15   1.815
2015-12-16   1.781
2015-12-17   1.917
2015-12-18   1.813
2015-12-21   1.879
2015-12-22   1.869
2015-12-23   1.858
2015-12-24   1.683
2015-12-25       .
2015-12-28   1.805
2015-12-29   1.604
2015-12-30   1.618
2015-12-31   1.223
2016-01-01       .
2016-01-04   1.377
2016-01-05   1.476
2016-01-06   1.636
2016-01-07   1.593
2016-01-08   1.700
2016-01-11   1.686
2016-01-12   1.672
2016-01-13   1.909
2016-01-14   1.626
2016-01-15   1.897
2016-01-18       .
2016-01-19   1.746
2016-01-20   1.933
2016-01-21   1.852
2016-01-22   1.804
2016-01-25   1.888
2016-01-26   2.057
2016-01-27   1.970
2016-01-28   1.919
2016-01-29   2.071
2016-02-01   2.376
2016-02-02   2.367
2016-02-03   2.440
2016-02-04   2.182
2016-02-05   2.275
2016-02-08   1.912
2016-02-09   2.163
2016-02-10   2.286
2016-02-11   2.090
2016-02-12   1.831
2016-02-15       .
2016-02-16   1.661
2016-02-17   1.587
2016-02-18   1.562
2016-02-19   0.395
2016-02-22   0.235
2016-02-23   0.125
2016-02-24   0.239
2016-02-25  -0.458
2016-02-26  -0.310
2016-02-29  -0.636
2016-03-01  -0.394
2016-03-02  -0.737
2016-03-03  -0.893
2016-03-04  -0.314
2016-03-07  -0.701
2016-03-08  -0.569
2016-03-09  -0.509
2016-03-10  -0.853
2016-03-11  -0.499
2016-03-14  -0.428
2016-03-15  -0.731
2016-03-16  -1.446
2016-03-17  -1.299
2016-03-18  -1.469
2016-03-21  -1.653
2016-03-22  -1.114
2016-03-23  -1.428
2016-03-24  -2.041
2016-03-25       .
2016-03-28  -1.383
2016-03-29  -2.713
2016-03-30  -0.826
2016-03-31  -1.502
2016-04-01  -0.394
2016-04-04  -1.866
2016-04-05  -1.772
2016-04-06  -1.654
2016-04-07  -1.097
2016-04-08  -3.417
2016-04-11  -6.435
2016-04-12       .
2016-04-13  -5.512
2016-04-14  -5.512
2016-04-15  -5.512
