Title:               1-Month Commercial Paper Rate (DISCONTINUED)
Series ID:           DCP30
Source:              Board of Governors of the Federal Reserve System (US)
Release:             H.15 Selected Interest Rates
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          1982-11-29 to 1997-08-29
Last Updated:        2002-06-28 4:28 PM CDT
Notes:               

DATE        VALUE
1997-05-01   5.60
1997-05-02   5.60
1997-05-05   5.60
1997-05-06   5.59
1997-05-07   5.60
1997-05-08   5.60
1997-05-09   5.59
1997-05-12   5.60
1997-05-13   5.60
1997-05-14   5.61
1997-05-15   5.62
1997-05-16   5.62
1997-05-19   5.65
1997-05-20   5.69
1997-05-21   5.61
1997-05-22   5.59
1997-05-23   5.58
1997-05-26      .
1997-05-27   5.59
1997-05-28   5.60
1997-05-29   5.60
1997-05-30   5.61
1997-06-02   5.62
1997-06-03   5.63
1997-06-04   5.61
1997-06-05   5.61
1997-06-06   5.60
1997-06-09   5.60
1997-06-10   5.59
1997-06-11   5.59
1997-06-12   5.59
1997-06-13   5.58
1997-06-16   5.60
1997-06-17   5.60
1997-06-18   5.60
1997-06-19   5.60
1997-06-20   5.60
1997-06-23   5.60
1997-06-24   5.60
1997-06-25   5.61
1997-06-26   5.61
1997-06-27   5.62
1997-06-30   5.63
1997-07-01   5.63
1997-07-02   5.63
1997-07-03   5.60
1997-07-04      .
1997-07-07   5.57
1997-07-08   5.57
1997-07-09   5.56
1997-07-10   5.56
1997-07-11   5.55
1997-07-14   5.55
1997-07-15   5.55
1997-07-16   5.55
1997-07-17   5.54
1997-07-18   5.54
1997-07-21   5.55
1997-07-22   5.55
1997-07-23   5.53
1997-07-24   5.54
1997-07-25   5.55
1997-07-28   5.56
1997-07-29   5.57
1997-07-30   5.58
1997-07-31   5.58
1997-08-01   5.57
1997-08-04   5.56
1997-08-05   5.55
1997-08-06   5.54
1997-08-07   5.55
1997-08-08   5.56
1997-08-11   5.57
1997-08-12   5.57
1997-08-13   5.58
1997-08-14   5.56
1997-08-15   5.56
1997-08-18   5.54
1997-08-19   5.53
1997-08-20   5.52
1997-08-21   5.52
1997-08-22   5.53
1997-08-25   5.54
1997-08-26   5.54
1997-08-27   5.55
1997-08-28   5.55
1997-08-29   5.56
